Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
Yogurt Fresa Extra 315,1000000000315,Frutas,2027-07-17,DelValle,6.23,71
Jugo Natural Extra 316,1000000000316,Despensa,2029-01-27,NutriPlus,75.24,39
Galletas Chocolate Natural 317,1000000000317,Lacteos,2028-07-10,DelValle,7.17,2
Azucar Morena Extra 318,1000000000318,Bebidas,2028-05-10,DelValle,14.72,69
Jugo Natural Clasico 319,1000000000319,Lacteos,2026-08-11,LaMilpa,79.14,67
Cafe Molido Light 320,1000000000320,Frutas,2029-03-09,FreshCo,38.05,55
Atun Enlatado Clasico 321,1000000000321,Lacteos,2029-05-12,CampoReal,61.67,82
Jugo Natural Premium 322,1000000000322,Granos,2026-12-18,CampoReal,62.55,48
Pasta Espagueti Premium 323,1000000000323,Despensa,2027-04-21,DelValle,45.91,154
Atun Enlatado Light 324,1000000000324,Granos,2029-09-29,NutriPlus,47.71,119
Sopa Instantanea Natural 325,1000000000325,Lacteos,2028-07-29,Sabroso,13.71,75
Cafe Molido Premium 326,1000000000326,Panaderia,2026-08-26,FreshCo,79.19,155
Aceite Vegetal Extra 327,1000000000327,Panaderia,2028-08-17,CampoReal,75.88,110
Chocolate Negro Premium 328,1000000000328,Despensa,2028-06-08,CampoReal,72.72,99
Leche Entera Natural 329,1000000000329,Granos,2027-05-09,Bimbo,87.75,171
Pan Integral Extra 330,1000000000330,Granos,2029-09-28,FreshCo,40.38,3
Arroz Blanco Clasico 331,1000000000331,Lacteos,2029-03-13,LaMilpa,39.66,102
Mermelada Fresa Extra 332,1000000000332,Bebidas,2027-01-20,CampoReal,35.66,168
Leche Entera Premium 333,1000000000333,Bebidas,2028-09-13,CampoReal,93.51,12
Arroz Blanco Light 334,1000000000334,Granos,2026-12-12,Cremoso,85.84,151
Frijol Negro Premium 335,1000000000335,Despensa,2026-09-30,DelCampo,18.88,173
Atun Enlatado Natural 336,1000000000336,Lacteos,2026-05-23,Bimbo,56.5,174
Sal Marina Clasico 337,1000000000337,Despensa,2026-03-10,CampoReal,32.3,130
Frijol Negro Natural 338,1000000000338,Panaderia,2029-05-16,DelCampo,11.48,7
Chocolate Negro Clasico 339,1000000000339,Despensa,2028-10-25,LaVaquita,73.18,100
Pan Integral Clasico 340,1000000000340,Panaderia,2027-06-14,LaVaquita,41.52,140
Pasta Espagueti Natural 341,1000000000341,Granos,2029-10-19,FreshCo,77.1,38
Galletas Chocolate Premium 342,1000000000342,Panaderia,2027-02-06,LaMilpa,72.9,30
Queso Crema Light 343,1000000000343,Granos,2027-10-15,Bimbo,21.3,178
Cafe Molido Light 344,1000000000344,Despensa,2027-01-08,LaVaquita,94.99,93
Chocolate Negro Extra 345,1000000000345,Panaderia,2026-11-18,Cremoso,36.58,93
Atun Enlatado Premium 346,1000000000346,Bebidas,2026-08-01,Cremoso,59.46,143
Manzana Roja Light 347,1000000000347,Despensa,2028-01-02,Sabroso,12.88,195
Yogurt Fresa Extra 348,1000000000348,Lacteos,2027-11-01,Cremoso,91.55,26
Manzana Roja Light 349,1000000000349,Bebidas,2029-09-04,Sabroso,4.98,2
Chocolate Negro Premium 350,1000000000350,Frutas,2028-11-24,DelValle,48.03,120
Harina Trigo Natural 351,1000000000351,Lacteos,2026-05-16,Cremoso,12.92,191
Manzana Roja Light 352,1000000000352,Bebidas,2029-02-24,NutriPlus,6.22,94
Jugo Natural Light 353,1000000000353,Lacteos,2027-12-10,DelValle,58.31,6
Cafe Molido Light 354,1000000000354,Despensa,2028-02-10,DelCampo,15.23,150
Sopa Instantanea Natural 355,1000000000355,Lacteos,2029-05-21,CampoReal,73.11,46
Pan Integral Clasico 356,1000000000356,Panaderia,2026-08-30,LaMilpa,44.43,122
Frijol Negro Extra 357,1000000000357,Bebidas,2029-12-22,Bimbo,40.3,50
Azucar Morena Clasico 358,1000000000358,Lacteos,2028-07-17,DelCampo,24.01,134
Aceite Vegetal Light 359,1000000000359,Despensa,2027-11-16,NutriPlus,75.48,5
Cereal Avena Natural 360,1000000000360,Bebidas,2029-01-01,Cremoso,63.07,184
Azucar Morena Premium 361,1000000000361,Frutas,2029-11-06,CampoReal,39.26,98
Azucar Morena Extra 362,1000000000362,Despensa,2026-03-23,DelValle,33.13,92
Aceite Vegetal Natural 363,1000000000363,Lacteos,2029-08-03,Cremoso,14.26,54
Manzana Roja Light 364,1000000000364,Despensa,2027-01-19,NutriPlus,81.16,134
Atun Enlatado Light 365,1000000000365,Panaderia,2026-08-27,DelValle,86.99,161
Galletas Chocolate Extra 366,1000000000366,Lacteos,2027-12-08,NutriPlus,18.01,30
Sopa Instantanea Extra 367,1000000000367,Despensa,2027-03-13,Bimbo,73.01,39
Frijol Negro Clasico 368,1000000000368,Granos,2027-01-17,DelValle,91.31,103
Manzana Roja Extra 369,1000000000369,Bebidas,2028-04-22,DelCampo,93.34,46
Mermelada Fresa Natural 370,1000000000370,Granos,2029-05-17,FreshCo,16.08,125
Sopa Instantanea Light 371,1000000000371,Frutas,2029-10-22,LaMilpa,42.92,77
Leche Entera Premium 372,1000000000372,Lacteos,2027-06-11,FreshCo,90.36,97
Frijol Negro Clasico 373,1000000000373,Granos,2027-05-31,FreshCo,11.52,95
Chocolate Negro Light 374,1000000000374,Despensa,2027-05-20,FreshCo,5.96,5
Frijol Negro Natural 375,1000000000375,Granos,2029-02-07,LaVaquita,42.93,4
Manzana Roja Light 376,1000000000376,Despensa,2029-10-15,DelCampo,42.13,164
Leche Entera Light 377,1000000000377,Lacteos,2026-07-01,Sabroso,37.55,19
Pan Integral Premium 378,1000000000378,Frutas,2029-03-04,Sabroso,2.04,176
Azucar Morena Premium 379,1000000000379,Lacteos,2027-09-30,LaVaquita,40.1,84
Manzana Roja Extra 380,1000000000380,Bebidas,2029-12-23,DelValle,14.62,164
Jugo Natural Light 381,1000000000381,Lacteos,2026-03-07,LaVaquita,88.86,190
Sopa Instantanea Natural 382,1000000000382,Lacteos,2027-12-18,DelCampo,60.1,157
Azucar Morena Clasico 383,1000000000383,Despensa,2026-01-24,FreshCo,59.64,117
Galletas Chocolate Natural 384,1000000000384,Frutas,2029-07-18,LaMilpa,66.34,80
Leche Entera Natural 385,1000000000385,Lacteos,2029-09-18,CampoReal,8.82,152
Atun Enlatado Clasico 386,1000000000386,Panaderia,2027-02-05,NutriPlus,72.46,185
Queso Crema Clasico 387,1000000000387,Bebidas,2028-01-10,DelValle,91.3,54
Sal Marina Premium 388,1000000000388,Lacteos,2027-05-18,DelCampo,70.73,95
Cafe Molido Natural 389,1000000000389,Lacteos,2027-10-07,FreshCo,96.27,129
Queso Crema Clasico 390,1000000000390,Lacteos,2026-05-27,DelCampo,13.86,22
Mermelada Fresa Natural 391,1000000000391,Despensa,2029-04-26,NutriPlus,47.07,184
Yogurt Fresa Premium 392,1000000000392,Lacteos,2028-05-10,Sabroso,50.53,199
Arroz Blanco Extra 393,1000000000393,Granos,2029-01-21,DelCampo,80.21,76
Pasta Espagueti Light 394,1000000000394,Granos,2029-03-30,DelCampo,60.88,98
Mermelada Fresa Extra 395,1000000000395,Lacteos,2026-05-28,CampoReal,17.33,38
Pan Integral Clasico 396,1000000000396,Despensa,2029-05-10,Cremoso,83.85,183
Chocolate Negro Premium 397,1000000000397,Panaderia,2028-12-16,Sabroso,3.76,198
Aceite Vegetal Light 398,1000000000398,Despensa,2026-01-14,LaMilpa,29.69,188
Queso Crema Natural 399,1000000000399,Granos,2028-03-20,FreshCo,66.69,131
Azucar Morena Clasico 400,1000000000400,Bebidas,2027-08-23,FreshCo,63.61,157
Azucar Morena Extra 401,1000000000401,Lacteos,2027-06-03,NutriPlus,65.68,171
Galletas Chocolate Light 402,1000000000402,Granos,2028-04-26,CampoReal,38.96,34
Chocolate Negro Clasico 403,1000000000403,Frutas,2026-06-13,DelCampo,33.57,168
Manzana Roja Premium 404,1000000000404,Lacteos,2027-05-20,Cremoso,93.41,7
Mermelada Fresa Premium 405,1000000000405,Frutas,2027-10-26,DelCampo,26.81,26
Chocolate Negro Premium 406,1000000000406,Panaderia,2029-11-12,LaMilpa,81.72,96
Mermelada Fresa Light 407,1000000000407,Despensa,2026-05-05,Cremoso,88.99,177
Cafe Molido Natural 408,1000000000408,Bebidas,2028-01-07,FreshCo,79.95,133
Pasta Espagueti Light 409,1000000000409,Granos,2029-12-28,CampoReal,88.64,141
Pasta Espagueti Natural 410,1000000000410,Bebidas,2026-07-27,LaVaquita,59.67,15
Leche Entera Natural 411,1000000000411,Panaderia,2026-06-11,FreshCo,77.09,27
Atun Enlatado Light 412,1000000000412,Bebidas,2028-12-27,FreshCo,77.82,1
Cafe Molido Extra 413,1000000000413,Despensa,2027-02-26,NutriPlus,52.69,27
Leche Entera Extra 414,1000000000414,Bebidas,2026-11-12,NutriPlus,48.39,106
Harina Trigo Extra 415,1000000000415,Despensa,2028-07-24,DelCampo,10.72,44
Sopa Instantanea Premium 416,1000000000416,Granos,2027-09-27,Sabroso,98.96,121
Yogurt Fresa Clasico 417,1000000000417,Granos,2029-09-16,DelCampo,66.44,156
Arroz Blanco Light 418,1000000000418,Granos,2029-07-24,LaMilpa,42.89,170
Frijol Negro Extra 419,1000000000419,Frutas,2027-12-03,Sabroso,55.97,19
Azucar Morena Light 420,1000000000420,Frutas,2029-06-26,Sabroso,64.91,25
Sopa Instantanea Light 421,1000000000421,Panaderia,2027-01-20,Cremoso,36.56,142
Azucar Morena Natural 422,1000000000422,Lacteos,2027-11-03,Bimbo,1.9,47
Frijol Negro Premium 423,1000000000423,Despensa,2029-03-02,LaVaquita,91.33,9
Jugo Natural Extra 424,1000000000424,Despensa,2029-05-06,Sabroso,64.73,109
Arroz Blanco Clasico 425,1000000000425,Bebidas,2026-01-25,LaMilpa,40.53,155
Aceite Vegetal Light 426,1000000000426,Despensa,2029-11-12,Sabroso,2.35,103
Harina Trigo Extra 427,1000000000427,Frutas,2028-10-05,NutriPlus,28.37,137
Mermelada Fresa Natural 428,1000000000428,Granos,2028-04-08,DelValle,85.22,190
Sal Marina Extra 429,1000000000429,Frutas,2027-10-24,DelCampo,94.98,188
Cereal Avena Extra 430,1000000000430,Lacteos,2027-06-16,Bimbo,92.96,4
Arroz Blanco Extra 431,1000000000431,Granos,2028-02-18,DelValle,49.05,40
Cereal Avena Natural 432,1000000000432,Frutas,2026-07-04,DelCampo,21.03,115
Manzana Roja Extra 433,1000000000433,Panaderia,2027-06-28,DelCampo,30.95,78
Pan Integral Natural 434,1000000000434,Lacteos,2026-07-25,NutriPlus,31.47,174
Chocolate Negro Premium 435,1000000000435,Frutas,2029-05-16,LaMilpa,88.91,184
Atun Enlatado Premium 436,1000000000436,Granos,2026-01-28,CampoReal,51.07,163
Harina Trigo Clasico 437,1000000000437,Panaderia,2029-11-01,LaVaquita,46.94,166
Sopa Instantanea Extra 438,1000000000438,Lacteos,2029-03-12,LaVaquita,93.93,25
Sopa Instantanea Premium 439,1000000000439,Frutas,2026-09-07,DelValle,65.34,20
Mermelada Fresa Clasico 440,1000000000440,Bebidas,2026-02-23,DelValle,30.57,175
Azucar Morena Premium 441,1000000000441,Granos,2026-09-04,Cremoso,62.03,129
Atun Enlatado Clasico 442,1000000000442,Bebidas,2026-10-26,Bimbo,72.55,108
Leche Entera Clasico 443,1000000000443,Despensa,2029-12-31,Sabroso,99.29,168
Jugo Natural Natural 444,1000000000444,Despensa,2029-03-26,FreshCo,58.75,153
Arroz Blanco Clasico 445,1000000000445,Bebidas,2026-02-12,DelValle,44.68,99
Cafe Molido Clasico 446,1000000000446,Bebidas,2026-11-15,Cremoso,6.55,99
Pasta Espagueti Premium 447,1000000000447,Lacteos,2029-11-01,Bimbo,90.2,52
Galletas Chocolate Extra 448,1000000000448,Granos,2027-09-29,DelCampo,14.08,195
Atun Enlatado Premium 449,1000000000449,Bebidas,2028-10-24,Sabroso,81.27,177
Sal Marina Premium 450,1000000000450,Lacteos,2026-11-05,LaMilpa,46.13,54
Cereal Avena Natural 451,1000000000451,Frutas,2029-10-03,FreshCo,36.41,200
Azucar Morena Light 452,1000000000452,Granos,2027-07-27,FreshCo,63.65,161
Arroz Blanco Extra 453,1000000000453,Bebidas,2026-03-02,CampoReal,41.83,140
Mermelada Fresa Natural 454,1000000000454,Panaderia,2028-03-09,DelValle,53.78,44
Harina Trigo Natural 455,1000000000455,Despensa,2028-06-15,NutriPlus,14.59,142
Jugo Natural Clasico 456,1000000000456,Panaderia,2026-11-11,LaMilpa,84.01,144
Manzana Roja Clasico 457,1000000000457,Bebidas,2029-01-01,NutriPlus,1.65,137
Chocolate Negro Natural 458,1000000000458,Panaderia,2027-07-31,Bimbo,31.08,75
Galletas Chocolate Extra 459,1000000000459,Lacteos,2028-05-01,LaVaquita,17.22,82
Arroz Blanco Natural 460,1000000000460,Frutas,2029-02-13,Sabroso,66.61,50
Mermelada Fresa Extra 461,1000000000461,Frutas,2027-09-01,LaVaquita,71.79,132
Chocolate Negro Extra 462,1000000000462,Bebidas,2027-05-02,NutriPlus,86.1,106
Manzana Roja Natural 463,1000000000463,Bebidas,2026-10-23,CampoReal,12.91,108
Arroz Blanco Natural 464,1000000000464,Lacteos,2027-03-23,Bimbo,29.59,21
Leche Entera Clasico 465,1000000000465,Panaderia,2029-06-30,CampoReal,80.9,183
Jugo Natural Light 466,1000000000466,Frutas,2029-06-20,Bimbo,34.74,23
Pasta Espagueti Clasico 467,1000000000467,Granos,2029-09-02,DelCampo,57.41,134
Leche Entera Premium 468,1000000000468,Bebidas,2027-05-24,Bimbo,47.26,58
Mermelada Fresa Extra 469,1000000000469,Panaderia,2029-11-26,NutriPlus,14.47,74
Azucar Morena Extra 470,1000000000470,Bebidas,2029-05-09,DelValle,86.84,101
Mermelada Fresa Natural 471,1000000000471,Lacteos,2027-12-28,Sabroso,69.68,116
Aceite Vegetal Natural 472,1000000000472,Lacteos,2027-08-12,DelCampo,18.09,21
Manzana Roja Natural 473,1000000000473,Granos,2027-05-24,Bimbo,46.75,142
Sopa Instantanea Natural 474,1000000000474,Panaderia,2026-04-19,CampoReal,76.18,163
Chocolate Negro Light 475,1000000000475,Panaderia,2029-02-21,NutriPlus,19.0,34
Sal Marina Clasico 476,1000000000476,Frutas,2027-08-19,DelValle,6.61,42
Aceite Vegetal Extra 477,1000000000477,Granos,2027-02-21,Bimbo,23.38,40
Pasta Espagueti Premium 478,1000000000478,Despensa,2027-01-25,LaVaquita,34.68,117
Azucar Morena Clasico 479,1000000000479,Lacteos,2029-03-03,DelValle,74.84,70
Galletas Chocolate Extra 480,1000000000480,Despensa,2026-11-23,Sabroso,27.04,185
Mermelada Fresa Extra 481,1000000000481,Bebidas,2027-12-24,LaMilpa,49.58,41
Harina Trigo Light 482,1000000000482,Frutas,2028-03-25,DelValle,20.56,87
Pasta Espagueti Light 483,1000000000483,Lacteos,2028-01-16,DelValle,84.57,125
Queso Crema Natural 484,1000000000484,Despensa,2027-07-28,DelCampo,66.35,176
Sopa Instantanea Extra 485,1000000000485,Panaderia,2028-07-29,DelCampo,28.83,23
Pasta Espagueti Premium 486,1000000000486,Lacteos,2028-01-05,DelValle,54.86,45
Azucar Morena Extra 487,1000000000487,Despensa,2027-12-22,DelValle,15.08,185
Frijol Negro Premium 488,1000000000488,Panaderia,2028-01-12,LaVaquita,85.54,158
Atun Enlatado Clasico 489,1000000000489,Lacteos,2026-12-13,LaVaquita,26.74,165
Sal Marina Extra 490,1000000000490,Bebidas,2026-10-16,LaVaquita,84.19,45
Pasta Espagueti Extra 491,1000000000491,Granos,2027-03-07,Bimbo,99.77,2
Jugo Natural Light 492,1000000000492,Despensa,2028-01-08,CampoReal,85.93,135
Leche Entera Clasico 493,1000000000493,Frutas,2026-07-24,LaMilpa,47.58,134
Sal Marina Light 494,1000000000494,Despensa,2029-03-13,FreshCo,36.45,182
Azucar Morena Premium 495,1000000000495,Despensa,2027-05-18,Cremoso,62.23,171
Galletas Chocolate Extra 496,1000000000496,Lacteos,2028-07-05,Bimbo,49.0,77
Queso Crema Natural 497,1000000000497,Despensa,2029-03-03,Bimbo,1.55,5
Azucar Morena Clasico 498,1000000000498,Despensa,2029-12-28,Bimbo,95.41,184
Arroz Blanco Extra 499,1000000000499,Despensa,2029-01-26,DelValle,27.29,129
Jugo Natural Extra 500,1000000000500,Frutas,2028-09-06,Cremoso,98.32,130
Queso Crema Natural 501,1000000000501,Lacteos,2029-03-16,Cremoso,76.81,179
Atun Enlatado Premium 502,1000000000502,Bebidas,2028-12-01,DelValle,20.83,11
Jugo Natural Natural 503,1000000000503,Frutas,2028-10-04,LaMilpa,74.6,74
Harina Trigo Extra 504,1000000000504,Lacteos,2026-10-19,Bimbo,45.45,131
Pasta Espagueti Clasico 505,1000000000505,Lacteos,2026-01-17,CampoReal,76.09,70
Mermelada Fresa Extra 506,1000000000506,Despensa,2026-03-31,DelValle,64.52,90
Cafe Molido Premium 507,1000000000507,Frutas,2029-12-22,Cremoso,44.02,86
Yogurt Fresa Clasico 508,1000000000508,Frutas,2026-05-09,Cremoso,84.11,82
Pan Integral Clasico 509,1000000000509,Frutas,2026-12-25,LaMilpa,88.4,75
Galletas Chocolate Light 510,1000000000510,Bebidas,2028-07-28,Sabroso,8.7,125
Leche Entera Extra 511,1000000000511,Granos,2028-07-11,LaMilpa,63.24,105
Galletas Chocolate Extra 512,1000000000512,Panaderia,2027-07-27,Bimbo,17.41,185
Pan Integral Light 513,1000000000513,Bebidas,2029-01-29,LaMilpa,75.29,6
Queso Crema Premium 514,1000000000514,Frutas,2029-08-16,DelValle,11.81,98
Queso Crema Extra 515,1000000000515,Frutas,2027-07-16,LaMilpa,11.61,186
Queso Crema Clasico 516,1000000000516,Granos,2028-04-04,CampoReal,98.6,100
Azucar Morena Extra 517,1000000000517,Panaderia,2026-10-28,NutriPlus,76.53,88
Sopa Instantanea Clasico 518,1000000000518,Panaderia,2029-02-25,Bimbo,88.82,1
Aceite Vegetal Light 519,1000000000519,Granos,2027-05-13,FreshCo,40.4,106
Cereal Avena Clasico 520,1000000000520,Despensa,2029-10-20,Sabroso,56.44,108
Pan Integral Clasico 521,1000000000521,Despensa,2027-02-04,DelCampo,90.4,19
Frijol Negro Natural 522,1000000000522,Bebidas,2027-06-18,NutriPlus,14.8,64
Pasta Espagueti Clasico 523,1000000000523,Lacteos,2028-05-25,LaVaquita,79.54,165
Yogurt Fresa Extra 524,1000000000524,Bebidas,2029-11-13,CampoReal,20.8,69
Cereal Avena Clasico 525,1000000000525,Lacteos,2029-12-15,DelValle,53.16,99
Sopa Instantanea Premium 526,1000000000526,Granos,2027-06-28,LaVaquita,95.78,42
Manzana Roja Light 527,1000000000527,Lacteos,2028-02-22,LaMilpa,20.7,85
Sal Marina Light 528,1000000000528,Frutas,2028-05-05,FreshCo,9.63,66
Harina Trigo Light 529,1000000000529,Bebidas,2029-03-16,DelCampo,35.51,105
Azucar Morena Premium 530,1000000000530,Frutas,2027-04-10,FreshCo,2.68,53
Harina Trigo Premium 531,1000000000531,Granos,2026-10-13,Cremoso,74.67,94
Harina Trigo Light 532,1000000000532,Lacteos,2028-11-27,Sabroso,28.59,52
Pasta Espagueti Light 533,1000000000533,Bebidas,2028-04-07,Cremoso,59.21,28
Cereal Avena Light 534,1000000000534,Bebidas,2027-08-08,LaMilpa,17.17,178
Pasta Espagueti Extra 535,1000000000535,Granos,2028-04-05,LaVaquita,11.91,65
Sal Marina Light 536,1000000000536,Granos,2026-06-29,DelValle,58.61,150
Pan Integral Natural 537,1000000000537,Despensa,2026-03-05,CampoReal,66.34,172
Jugo Natural Premium 538,1000000000538,Bebidas,2028-08-09,Cremoso,55.24,193
Frijol Negro Premium 539,1000000000539,Despensa,2028-11-22,DelCampo,50.59,163
Sopa Instantanea Light 540,1000000000540,Despensa,2026-07-08,FreshCo,70.53,115
Azucar Morena Clasico 541,1000000000541,Despensa,2027-09-23,LaMilpa,5.75,60
Queso Crema Natural 542,1000000000542,Despensa,2028-03-17,CampoReal,8.5,102
Cafe Molido Premium 543,1000000000543,Despensa,2028-12-12,DelValle,73.11,138
Azucar Morena Extra 544,1000000000544,Granos,2026-06-11,FreshCo,41.44,30
Sal Marina Natural 545,1000000000545,Panaderia,2029-11-26,Bimbo,62.31,31
Cereal Avena Light 546,1000000000546,Bebidas,2027-01-27,LaVaquita,22.29,123
Galletas Chocolate Extra 547,1000000000547,Bebidas,2029-01-18,Bimbo,62.87,182
Frijol Negro Light 548,1000000000548,Despensa,2027-04-29,Bimbo,34.68,60
Pasta Espagueti Natural 549,1000000000549,Despensa,2026-03-17,Sabroso,8.27,107
Mermelada Fresa Light 550,1000000000550,Lacteos,2028-07-22,Bimbo,73.14,114
Queso Crema Premium 551,1000000000551,Panaderia,2026-02-09,LaVaquita,43.6,100
Harina Trigo Clasico 552,1000000000552,Granos,2026-10-08,Bimbo,84.57,117
Arroz Blanco Light 553,1000000000553,Granos,2028-09-27,DelValle,99.28,139
Pasta Espagueti Premium 554,1000000000554,Bebidas,2029-09-06,DelCampo,81.62,34
Galletas Chocolate Natural 555,1000000000555,Bebidas,2027-10-26,Cremoso,17.66,159
Arroz Blanco Light 556,1000000000556,Panaderia,2029-12-21,LaMilpa,38.01,175
Sopa Instantanea Premium 557,1000000000557,Bebidas,2027-09-14,LaMilpa,25.91,50
Mermelada Fresa Natural 558,1000000000558,Panaderia,2027-09-23,NutriPlus,67.54,42
Harina Trigo Premium 559,1000000000559,Despensa,2029-03-23,Bimbo,52.3,155
Galletas Chocolate Premium 560,1000000000560,Frutas,2026-04-24,DelCampo,49.21,107
Galletas Chocolate Light 561,1000000000561,Granos,2028-07-22,Bimbo,41.74,32
Manzana Roja Clasico 562,1000000000562,Panaderia,2029-03-17,DelValle,14.53,29
Yogurt Fresa Extra 563,1000000000563,Granos,2029-11-08,NutriPlus,73.66,159
Cafe Molido Clasico 564,1000000000564,Despensa,2029-05-29,DelCampo,79.62,140
Queso Crema Clasico 565,1000000000565,Lacteos,2027-02-23,DelValle,93.09,121
Leche Entera Light 566,1000000000566,Lacteos,2029-09-06,LaMilpa,81.43,70
Jugo Natural Premium 567,1000000000567,Frutas,2029-09-03,CampoReal,98.08,52
Yogurt Fresa Light 568,1000000000568,Panaderia,2027-01-15,FreshCo,82.53,67
Manzana Roja Extra 569,1000000000569,Bebidas,2026-04-17,DelValle,30.66,40
Jugo Natural Premium 570,1000000000570,Granos,2028-06-12,FreshCo,12.46,177
Harina Trigo Clasico 571,1000000000571,Lacteos,2027-08-08,Sabroso,33.6,72
Sopa Instantanea Premium 572,1000000000572,Panaderia,2028-01-16,DelValle,99.33,166
Atun Enlatado Premium 573,1000000000573,Lacteos,2029-10-01,DelCampo,62.92,129
Yogurt Fresa Premium 574,1000000000574,Bebidas,2027-11-19,CampoReal,61.99,188
Aceite Vegetal Extra 575,1000000000575,Panaderia,2029-09-01,LaMilpa,27.73,112
Arroz Blanco Natural 576,1000000000576,Lacteos,2027-11-13,CampoReal,72.08,178
Frijol Negro Clasico 577,1000000000577,Granos,2028-01-27,NutriPlus,64.06,46
Pan Integral Extra 578,1000000000578,Lacteos,2026-11-12,LaVaquita,42.21,80
Atun Enlatado Light 579,1000000000579,Bebidas,2026-11-02,Bimbo,32.73,143
Jugo Natural Natural 580,1000000000580,Panaderia,2026-11-11,Bimbo,42.08,196
Galletas Chocolate Premium 581,1000000000581,Panaderia,2027-12-24,DelCampo,14.21,87
Queso Crema Clasico 582,1000000000582,Lacteos,2026-05-01,CampoReal,76.84,191
Galletas Chocolate Light 583,1000000000583,Frutas,2027-03-16,CampoReal,24.38,166
Galletas Chocolate Premium 584,1000000000584,Lacteos,2029-03-21,FreshCo,54.53,46
Leche Entera Premium 585,1000000000585,Lacteos,2027-05-08,DelValle,44.17,185
Pan Integral Natural 586,1000000000586,Granos,2026-01-12,LaMilpa,97.1,85
Jugo Natural Extra 587,1000000000587,Granos,2028-07-21,Cremoso,37.18,19
Cereal Avena Clasico 588,1000000000588,Lacteos,2026-01-02,FreshCo,16.23,35
Harina Trigo Premium 589,1000000000589,Panaderia,2027-04-20,Bimbo,66.75,18
Pan Integral Premium 590,1000000000590,Bebidas,2027-02-28,DelValle,49.86,38
Sopa Instantanea Premium 591,1000000000591,Lacteos,2026-08-16,Bimbo,14.24,181
Frijol Negro Light 592,1000000000592,Granos,2028-03-11,Cremoso,78.67,33
Cereal Avena Natural 593,1000000000593,Frutas,2027-11-23,LaVaquita,33.72,172
Cereal Avena Natural 594,1000000000594,Panaderia,2027-09-22,DelCampo,20.03,191
Manzana Roja Clasico 595,1000000000595,Granos,2027-06-29,CampoReal,51.85,107
Azucar Morena Clasico 596,1000000000596,Panaderia,2026-01-10,Sabroso,93.85,34
Aceite Vegetal Premium 597,1000000000597,Bebidas,2029-05-09,Bimbo,21.98,97
Frijol Negro Extra 598,1000000000598,Bebidas,2028-10-10,FreshCo,13.98,92
Galletas Chocolate Extra 599,1000000000599,Panaderia,2026-04-18,NutriPlus,82.73,3
Pasta Espagueti Extra 600,1000000000600,Frutas,2029-05-18,LaVaquita,28.25,153
Frijol Negro Clasico 601,1000000000601,Frutas,2029-09-06,NutriPlus,50.01,37
Yogurt Fresa Premium 602,1000000000602,Panaderia,2029-11-26,LaMilpa,95.01,6
Azucar Morena Clasico 603,1000000000603,Frutas,2026-04-10,LaMilpa,87.43,120
Arroz Blanco Premium 604,1000000000604,Despensa,2028-08-11,LaMilpa,35.46,3
Cereal Avena Light 605,1000000000605,Lacteos,2027-01-03,DelValle,72.26,57
Galletas Chocolate Clasico 606,1000000000606,Despensa,2029-07-28,CampoReal,49.35,48
Chocolate Negro Natural 607,1000000000607,Lacteos,2029-01-05,DelCampo,31.65,55
Sal Marina Clasico 608,1000000000608,Frutas,2027-05-18,LaVaquita,70.03,151
Sopa Instantanea Premium 609,1000000000609,Lacteos,2027-10-18,FreshCo,38.74,138
Harina Trigo Clasico 610,1000000000610,Panaderia,2026-01-15,Sabroso,4.16,63
Jugo Natural Natural 611,1000000000611,Granos,2026-11-02,CampoReal,91.76,56
Leche Entera Natural 612,1000000000612,Frutas,2027-08-31,LaVaquita,56.07,152
Cereal Avena Clasico 613,1000000000613,Granos,2029-08-05,Sabroso,41.61,58
Cafe Molido Light 614,1000000000614,Granos,2028-08-11,Bimbo,22.92,157
Azucar Morena Premium 615,1000000000615,Granos,2029-06-11,LaMilpa,23.24,187
Manzana Roja Premium 616,1000000000616,Lacteos,2028-12-03,DelValle,29.48,117
Manzana Roja Premium 617,1000000000617,Bebidas,2026-06-21,LaMilpa,90.57,110
Pan Integral Premium 618,1000000000618,Bebidas,2028-05-16,DelValle,29.06,153
Pan Integral Natural 619,1000000000619,Granos,2029-07-28,DelCampo,4.57,47
Harina Trigo Light 620,1000000000620,Despensa,2026-06-15,Bimbo,29.27,60
Leche Entera Premium 621,1000000000621,Lacteos,2027-05-03,LaMilpa,45.49,67
Pasta Espagueti Light 622,1000000000622,Frutas,2028-08-15,Bimbo,7.72,21
Cereal Avena Clasico 623,1000000000623,Bebidas,2027-07-20,DelValle,48.25,145
Jugo Natural Premium 624,1000000000624,Despensa,2029-12-04,NutriPlus,38.02,76
Queso Crema Clasico 625,1000000000625,Granos,2029-06-03,CampoReal,61.42,175
Jugo Natural Extra 626,1000000000626,Granos,2027-05-05,LaMilpa,86.67,28
Jugo Natural Natural 627,1000000000627,Lacteos,2026-08-29,LaMilpa,25.14,195
Cereal Avena Clasico 628,1000000000628,Despensa,2026-04-04,Bimbo,60.6,136
Cereal Avena Light 629,1000000000629,Despensa,2026-02-13,Bimbo,10.66,24
Pan Integral Extra 630,1000000000630,Despensa,2029-11-26,LaVaquita,3.92,53
Aceite Vegetal Extra 631,1000000000631,Bebidas,2026-04-04,DelValle,73.25,172
